"EV001",""
"『そ、そうっすね！
　私も乙女っすから、
　自分より弱い男はちょっとお断りっす！』","""Y-Yes! I'm a maiden, so I can't accept anyone who's
 weaker than myself!"""
"『だから、えーと、
　アンタが私を自分のものにしたいなら、
　私を倒してからじゃないとだめっすよ！！』","""T-That' why... Um... If you want to take me for
 yourself, you need to defeat me!"""
"貴方の疑問に店員はそう答える。
心なしか顔が赤くなっているような気がした。","When the waitress answered your question, you felt like
her face was getting slightly red."
"『ま、まぁもしアンタが私よりも弱かったとしても、
　強くなるまで待つくらいの懐の大きさはあるっすけどね。』","""W-Well... Even if you happened to be weaker than me 
 right now, I wouldn't mind waiting until you became
 stronger."""
"『私、最近バイトばっかりやってるっすし、
　全然レベル上げできてないっすから……
　頑張れば簡単に私より強くなれると思うっす！』","""I haven't been doing anything but working recently, so
 my level hasn't been increasing... If you work hard,
 I'm sure that you can easily become stronger than me!"""
"<アル>
『…………あれ？
　い、いつの間にか話の流れが、
　\n[1]がこの子を誘った感じになってない？』","<Al>
""...Eh? \n[1], why does it seem like you
 invited her to a date all of sudden?"""
"貴方はアルの言葉に頷き、
彼女の話の軌道修正を行った。","You felt the same with Al and got the waitress back on
track."
"……いつの間にか自分が彼女を誘ったような流れに…
貴方は彼女の話の流れの軌道修正を行った。","All of a sudden, the current flow of the conversation 
felt like you were trying to invite the waitress to a 
date, so you got her back on track."
"『え？あ、うー…………！
　と、とにかく、そういうことっす！
　うん、あの、ようは！ありがとうってことっすよ！』","""Eh? Ah... Uuh! A-At any rate! That's how it is!
 Also, I meant to thank you!"""
"『アンタのおかげで、
　私も男から誘われるような女になったっす！
　これからも魔性の女を目指して頑張るっすよー！！』","""It's thanks to your help that I'm starting to get 
 asked out by men! I'm going to continue working hard 
 and aim to become a devilishly charming woman!"""
"店員はそう気合を入れている…","The waitress pumped herself up like that."
"『ひ、ひどいっすよ！
　いや、分かるっすけど！
　なんなら私も驚いたっすけど……！』","""H-How horrible of you! ...But I can understand where
 you are coming from. Even I was surprised by it."""
"『でもまぁ、これもあれっすよね！
　私の女としての魅力が爆上がりしたってことっすよね。』","""But that proves it, right! It's the proof that my 
 womanly charm has gone through an explosive growth!"""
"『ふっふ～ん♪
　どうっすか？アンタも私と2人で話していると、
　メロメロのムラムラになっちゃうんじゃないっすか？』","""Ehehe♪ How does it look for you, Mr. Regular? When
 you talk alone with me, does put butterflies in your 
 stomach? Does it make you feel horny?"""
"店員はニマニマと笑いながら、貴方の顔を覗き込む。
容姿は整っているながらも、やはり言動が…","The waitress peeked at your face with a wide grin. Her
looks were good, but you found what she said a bit off
putting."
"<アル>
『メロメロはともかくムラムラは、
　あんまり言わないほうがいいんじゃないかな～…』","<Al>
""Putting the butterfly comment aside, I don't think you
 should ask someone if they were getting horny."""
"貴方の内心を代弁するようにアルがつぶやく。
そんなアルに同意しつつ、店員の言葉に首を横に振った。","Al seemed to share what you felt over the waitress' 
words as you shook your head to her question."
"『むー、まだ私の魅力に気付かないっすか。
　なかなか高い壁っすね～。
　でもいいっすよ、いつかアンタにも、
　私が良い女だって言わせて見せるっす！』","""Mmmh! Can you still not notice my charms? You've got
 quite the high defense... But that's fine. One day 
 I'll make you say that I'm a fine woman!"""
"店員は貴方の態度に気合を入れている。
そんな彼女を見ていると、
ふと先ほどの誘いをどうしたのか時になった。","Your attitude seemed to pump the waitress' fighting 
spirit. As you saw that, you realized you never asked
what happened with the date invitation."
"『え？あぁ、断っちゃったすよ。　
　理由は…………えーと…………
　私はみんなのものっすから………そう、
　独り占めしたいなら私より強くないとっす！』","""Eh? Oh that. I refused. The reason being... Um...
 I'm everyone's poster girl... So... Yes... You
 need to be strong enough to beat me if you want to
 monopolize me!"""
"『……強さが関係あるのか？
　そ、それは…な……いや、あるっすよ！
　うん、うん……私は自分より強い男じゃないと嫌っす！』","""Eh? Did I refuse him just because he's weak?
 W-Well... Yes! I don't want a man who's weaker
 than me!"""
"貴方の疑問に彼女はそう答える。
意外と彼女は強さというものを重視するようだ。","The waitress answered your question like that.
You found it slightly unexpected how heavily she
valued strength in her partner."
"『ま、まぁ私は最近レベル上げしてないっすし、
　勝つのはそう難しくないというか…
　多分、簡単に勝てるというか……
　だから、遠慮しなくていいっすよ？』","""W-Well... I haven't leveled up at all recently, so 
 winning against me shouldn't be so difficult... Or
 it might actually be quite easy... That's why please
 don't hold back, okay?"""
"…………何を？","...Hold back what?"
"『う、うぁぁぁぁ！！
　な、何でもないっす！何でもないっす！
　とりあえず女将さんの料理でも頼んでいけっす！！』","""U-Uaaaaah! N-Nothing! I meant nothing by that!
 H-Hey, why not ask the owner to cook something for
 you!"
"<アル>
『…………むー……………………』","<Al>
""...Mmmh..."""
"『あ、いらっしゃいませっす！
　……その、この前の話はあんまり気にしないで欲しいっす。
　あの時は私もてんぱってたというか…』","""Ah, welcome! ...Um, please don't think too deeply
 into our earlier talk. I mixed up my words there..."""
"『…だ、だから、
　普通に接してほしいっすよ！
　これまで通りに、うん！』","""...T-That's why, please continue interacting with me
 normally! Just like you've always have! Yes!"""
"<アル>
『これまで通りー？
　…まぁ、この子がそれでいいならそれでいいんだけど。
　…………なんか、複雑な気分。』","<Al>
""Just like we've always have? ...Well, I guess it's
 fine if that's what she wants...  But it's making me
 feel slightly complicated."""
"EV008",""
"『女将さんの料理、
　食べるとなんだか力が湧いてくる気がするんだよね。
　すっごい美味しいし…つい通いつめちゃうよ。』","""It feels like I'm overflowing with power after eating
 the owner's dishes. They also taste amazing, so I
 can't help coming to eat them."""
"<アル>
『……じゅるり♪
　ねぇ\n[1]、私も食べたくなってきた！
　ご飯頼もうよー♪』","<Al>
""...Slurp♪ Hey, \n[1]♪ Those dishes look so
 good that I want to try some! Let's order something♪"""
"EV009",""
"『女将さんもいいんだけど、
　俺は店員の子の元気な感じに癒されるよ。
　この前なんか、俺のこと覚えてくれてて……』","""I like the owner too, but it's the cheerful waitress
 who really makes me feel healed. I was so happy when
 she remembered my face."""
"『こじんまりとした店だから、
　常連客のことは覚えてくれるのかもな。
　ますますここに通いつめちゃうよ。』","""I guess it's because the shop is so small and snuggly
 that you end remembering the regulars. Things like
 that make me want to visit even more often."""
"<アル>
『サービス精神、ってやつだよね！
　\n[1]も一杯ご飯食べたら、
　覚えてもらえるのかな？』","<Al>
""They have the spirit of service, right!
 \n[1], they might remember you too if we
 ate here often."""
"EV010",""
"EV011",""
"『ここの女将さんには話しかてみた？
　話題に困ったら………
　コロシアムでの近況とかが定番かな？』","""Did you try chatting with the owner yet? If you can't 
 think of any topics, it's standard to talk about the 
 fights at the Colosseum."""
"『○○に勝ったとか負けたとか、
　そういう話も女将さんは聞いてくれると思うわよ。』","""I'm sure that she'll happily listen if you tell her
 how your recent matches have gone."""
"<アル>
『ふむふむ。
　そういう話題が定番なのかな？
　コロシアムで何か変化があったら話しかけてみる？』","<Al>
""Hmmm. So those are the standard topics around here?
 Why don't we try chatting with her after fighting at 
 the arena?"""
"EV012",""
"EV013",""
"EV014",""
"『ん？あ、奇遇だねー♪
　1層で桃香にメロメロにされちゃった貢ぎマゾ君じゃん♡』","<Momoka>
""Hmm? Oh, aren't you the pay pig who I met on the
 first floor? Didn't expect to see you around here♡"""
"貴方の顔を見ると、
見覚えのある女性がニマニマと笑ってそう話しかけてくる。","Momoka called out to you with a smile when she spotted
you."
"『あの時はありがとねー♡
　おかげで欲しい装備やアイテムたくさん買えちゃった♡
　…で、さ♪ありがとうついでに相談があるんだけどぉ♡』","<Momoka>
""I managed to buy all kinds of items and equipment
 thanks to your help♡ Now that I've thanked you...
 I also have a little proposal for you♡"""
"『また桃香に気持ちいいこと、して欲しくない？
　して欲しいよねー♡
　こ・こ♡こんなに大きくなってるんだもん♡』","<Momoka>
""Would you like to have amazing time with me again?
 You want it, don't you? After all, you're getting so
 hard down here♡"""
"桃香は猫なで声を出しながら、
貴方に自身の柔らかな体を擦りつける。
たったそれだけで多きなってしまった股間を、
さわさわと手のひらで撫でながら桃香はそう言った。","After saying that in sweet voice and rubbing her soft
body on you, Momoka gently touched your bulging groin."
"『この街可愛い小物や服とかいっぱいでさー♡
　1層の時よりずっとずっとたくさんお金がいるんだよね。
　ね？また桃香に全額貢いで？♡』","<Momoka>
""There are so many cute clothes I want to buy from this
 city♡ You must have made a lot of money after beating 
 the first floor, so why not spend it all on me again?"""
"耳元で艶っぽくそう囁く桃香の声に、
貴方はごくりと生唾を飲み込む。
あの時の背徳的な快楽が脳裏をよぎり、
思考がふわふわと定まらなくなってしまう。","When Momoka seductively whispered that in your ear,
you couldn't help gulping at the offer. You recalled
the degenerate pleasure she showed you last time, and
your mind became hazy."
"『ふふ♡ここの2階で部屋持ってるからぁ……
　その気になったら2階の女将さんに桃香の名前を伝えてね♡
　じゃ、待ってるよ。貢ぎマゾのお兄さん♡ちゅっ♡』","<Momoka>
""Ahaha♡ I've got a room on the second floor of this 
 house♡ Just tell the innkeeper my name if you're up 
 for it♡ Then I'll be waiting, you pay pig♡ Smooch♡"""
"桃香はそんな貴方の反応に目を細めながら、
貴方のほほにちゅっと口づけをすると2階へと上がっていった。","Momoka grinned when she saw how favorably you were
reacting. Then she kissed you on the cheek and went
upstairs."
"<アル>
『\n[1]………だ、ダメだよ？
　きっとまたお金全部取られちゃうよ…
　このお金は、装備とかアイテムとかご飯に使お？』","<Al>
""\n[1]... I-I don't think you should go
 after her! She'll surely take all your money again!
 There are so many better things we can use it on!"""
"<桃香>
『ほらほら♪
　早く桃香と闘技場で戦おうよ～♡
　みんなの前でボコってあげるからさ♡』","<Momoka>
""Hey♪ Challenge me at the arena already♡
 I'll beat you up before everyone watching♡"""
"<アル>
『ふふ～んだ♪
　\n[1]は貴女が思ってるよりもずっと強いんだよ？
　\n[1]の実力、思い知らせてあげようね！』","<Al>
""Ehehe♪ \n[1], you're much stronger than she
 thinks! Let's show her our real strength!"""
"<桃香>
『げっ、お兄さん。
　なーに？桃香に何か用？』","<Momoka>
""Geh... It's you. What? Do you have some business
 with me?"""
"桃香は貴方を見ると露骨に顔を歪め、
そうそっけなく言葉を返した。
…本当に反省、してるのだろうか…","Momoka grimaced and bluntly said that when she saw you.
It made you wonder if she's really reflecting on her
actions."
"<桃香>
『……心配しなくても、
　もうお貢ぎは誰からももらってないよ。
　お兄さんの時みたいになったら嫌だし…』","<Momoka>
""...You don't need to worry about that. I'm not taking
 money from anyone anymore. I don't want the same thing
 happening again..."""
"<桃香>
『桃香は桃花で、
　ちゃんとしてるもん。
　……おかげで贅沢できなくなったけど。』","<Momoka>
""I've been properly behaving... And it has meant
 that I've had to give up many luxuries..."""
"桃香はいぶかしむ貴方に、
ぶっきらぼうにそう伝えた。
その桃香の言葉に貴方はほっとする。","Momoka bluntly said that at your gaze of suspicion,
and you felt relieved at her confession."
"<アル>
『男の人から好き放題お金を奪うなんて、
　いつか危険な目に合っちゃいそうだしね！
　うんうん、反省してくれてよかったよ♪』","<Al>
""You're bound to get in danger one day if you keep
 extorting money from others! It's a good thing she's
 reflecting on what she's done♪"""
"<桃香>
『げっ、お兄さん。
　なに？桃香に何か用？』","<Momoka>
""Geh... It's you. What? Do you have some business
 with me?"""
"<桃香>
『……心配しなくても、
　もうお貢ぎは誰からももらってないから。
　お兄さんの時みたいになったら嫌だし…』","<Momoka>
""...You don't need to worry about that. I'm not taking
 money from anyone anymore. I don't want the same thing
 happening again..."""
"<桃香>
『…なんですか？ご主人様。
　桃香に何か用？』","<Momoka>
""...What is it, Master? Do you need me for something?"""
"犯しに来た","Violate Momoka"
"<桃香>
『ぐ…ぐぬぬ…
　分かった…2階にいこっか…』","<Momoka>
""Nnngh... Fine... Then, let's go upstairs..."""
"………………","..."
"MP_SET_MOVIE momokaP_1",""
"MP_SET_LOOP 1 on",""
"貴方は桃香と2階に上がり、
彼女を犯そうとする。しかし、
あの柔らかなおっぱいの感触が忘れられず、
ついパイズリをするよう命令してしまった。","You went upstairs with Momoka to violate her. However,
you still couldn't forget the sensation of her soft
breasts, so you ended up ordering her to give you a
boobjob instead of having sex with her."
"そして………
むにゅむにゅと絡みつく桃香のおっぱいに思考が溶かされ、
貴方はあっという間に桃香にリードされてしまった…","And then... Her breasts felt so good that your mind
was melting from the pleasure, and she quickly took
that opportunity to seize the initiative."
"D_TEXT_SETTING REAL_TIME ON",""
"D_TEXT 所持金：\v[27]G 32","D_TEXT Money：\v[27]G 32"
"D_TEXT_SETTING WINDOW ON",""
"<桃香>
『あは♡ねー、ご主人様ー？
　桃香、お小遣いほしいなぁ…♡
　この前お店言ったらね、新しい化粧品が出てたの♡』","<Momoka>
""Ahaha♡ Hey, Master♡ Can I get some pocket money?
 There are some new cosmetics that came out just now♡"""
"<桃香>
『もしお小遣いくれたらぁ…♡
　ご主人様のおちんぽを挟んでるこのおっぱい、
　むぎゅぅぅって締め付けてあげる♡』","<Momoka>
""If you give me the pocket money to buy them...♡
 I'll squeeze your dick really tightly between my
 boobs♡"""
"桃香は楽しそうに笑みを浮かべながらそうねだる。
桃香の甘ったるい声でのおねだりに、
貴方は喘ぎながら自分はご主人様だぞとそう告げる。","Momoka seemed to enjoy the situation as she asked you
for money with a wide smile. At her shameless and
sugary voiced request, you reminded her that you're
her master in the middle of your moans."
"<桃香>
『分かってるよー♡
　奴隷の柔らかおっぱいにメロメロにされて、
　情けなぁく喘いじゃうご主人様だよね♡』","<Momoka>
""Yes, I'm aware of that♡ You're my master♡ My master
 who's miserably moaning and losing his mind to a
 slave's soft boobs♡"""
"<桃香>
『結局、お兄さんの根っこは…♡
　桃香の思った通り、「マゾ」ってことでしょ♡』","<Momoka>
""It seems like you're a masochist to the core♡
 I expected nothing less of you♡"""
"<桃香>
『命令してパイズリ「させる」よりも、
　こんな風に桃香にパイズリで「弄ばれる」ほうがぁ…♡
　ずーっと気持ちいいんだもんねー♡』","<Momoka>
""It makes you feel so much better when, rather than
 ordering me to give you a boobjob, I play with your
 dick as I want like this, right?"""
"桃香は貴方の内心を見透かすようにそう言いながら、
むにゅむにゅと柔らかな乳房を肉棒にこすりつける。
甘く溶かされるようなその快楽に、
貴方はただ喘ぐことしかできなかった。","Momoka said that as if she could read your mind while
rubbing your penis with her soft breasts. You couldn't
help but moan at the sweet mind-melting pleasure she
gave you."
"MP_SET_MOVIE momokaP_2",""
"MP_SET_LOOP 2 on",""
"MP_SET_PAUSE 1 on",""
"<桃香>
『ほらほら♡素直になっちゃえ♡
　奴隷のえっちなおねだりに堕とされちゃってぇ…♡
　ご主人様失格の屈服射精しちゃいたいでしょ？♡』","<Momoka>
""Hey♡ Be honest with yourself, Master♡ You want to
 cum by giving in to your slave's lewd request, right?
 To lose out to your slave despite being the master♡"""
"<桃香>
『だったらどうすればいいか、分かるよね？
　桃香にちゃんとお兄さんの全財産♡
　お小遣いとして渡して♡』","<Momoka>
""Then, you know what to do, right? All your money♡
 Hand over all your money to me with the pretext of
 pocket money♡"""
"肉棒を甘く溶かすようなパイズリの快感と、
奴隷におっぱいで弄ばれているという屈辱がまじりあい、
貴方はついに何も考えられなくなってしまう。
そして…全財産をお小遣いとして渡すと言ってしまった。","When the melting pleasure from Momoka's boobjob and the
humiliation from getting toyed by your slave mixed up,
you lost the ability to think. And so, you ended up 
agreeing to give her the pocket money she wanted."
"<桃香>
『くすくす♡
　ありがとー♡ご主人様♡
　それじゃ、おっぱいでこのまま搾り取ってあげる♡』","<Momoka>
""Ahaha♡ Thanks♡ Master♡ Then I'll milk your dick
 with my boobs♡"""
"<桃香>
『どうとでもできるはずの奴隷のおっぱいにぃ…♡　
　情けなぁく屈服しながら、
　全財産搾り取られちゃいまちょうねー♡』","<Momoka>
""Even when I'm a slave who you could use as you like...
 Miserably submit all your money to my boobs along
 with your semen♡"""
"桃香は貴方の言葉を聞くと、
そのまま精液を搾りだすように乳房を動かす。
その柔らかな乳房に潰されるような快感に、
貴方はすぐにイきそうになってしまった。","Momoka began full-on milking your penis when she heard
your agreement. As she crushed your manhood between her
soft breasts, you instantly reached the edge of orgasm."
"<桃香>
『ほら♡イけ♡
　ご主人様失格のマゾ射精で、
　これからの関係を決定されちゃえ♡まぁぞ♡』","<Momoka>
""Now♡ Cum♡ Set our future relationship in stone with
 this masochistic orgasm♡ Mark yourself as a master
 who wants a slave to toy with you♡ You masochist♡"""
"MP_SET_MOVIE momokaP_3",""
"MP_SET_LOOP 3 on",""
"MP_SET_PAUSE 2 on",""
"貴方は桃香に命令されるがまま、
彼女のおっぱいに大量の精液を出してしまった…","You shot a massive load of semen between Momoka's
breasts just as she ordered you to."
"<桃香>
『くすくす♡
　お小遣い、ありがとうございまーす♡
　またこんな風に桃香に弄ばれたくなったらぁ…♡』","<Momoka>
""Ahaha♡ Thanks for all the pocket money♡ 
 If you want to get toyed by me again...♡"""
"<桃香>
『お金をためて、
　また桃香に声をかけてね？♡
　気持ちよーく搾り取ってあげる♡』","<Momoka>
""You can just call me after your pockets are full
 once more♡ Then, I'll milk you in this sweetest
 pleasure♡"""
"奴隷としては考えられないようなことを言う桃香に、
貴方はコクコクと頷くしかなかった…","As a slave, it was unthinkable how Momoka acted and
spoke towards you, her master. However, what you ended
up doing wasn't rebuking her for it but nodding to the
deal she gave you."
"<桃香>
『ほっ…よかった…
　もう、脅かさないでよー。
　ひどいことされるかと緊張しちゃった…』","<Momoka>
""Phew... Thank goodness... Please don't scare me like
 that. I thought you were going to do something
 horrible to me..."""
"<桃香>
『…なーに？ご主人様♡
　桃香のおっぱい…また味わいたくなっちゃった？♡』","<Momoka>
""...What's up? Master♡ Do you want to get another
 taste of my boobs?"""
"はい…","Yes"
"そんなこと、ない","I... Don't"
"<桃香>
『くすくす♡いいよ♡
　それじゃあ今日も、
　桃香がたくさん気持ちよくしてあげる♡』","<Momoka>
""Ahaha♡ Okay then♡ I'll give you a taste of heaven
 with my boobs again♡"""
"………………………………",""
"<桃香>
『ほらほら♡
　こんな風にパイズリされながら、
　大切なお金を奪ってほしかったんだよね♡ご主人様♡』","<Momoka>
""Here it is♡ Master♡ You wanted to get a boobjob like
 this while losing all your precious money, right?"""
"<桃香>
『奴隷に全財産搾り取ってほしくて、
　必死にお金を稼いできたんでしょ？♡
　いいよ♡お望み通り、桃香が全部受け取ってあげる♡』","<Momoka>
""You worked hard to earn that money since you wanted
 me, your slave, to take it from you so badly, right?
 Don't worry♡ I'll do exactly what you want♡"""
"桃香は甘ったるい声でそう貴方を小馬鹿にしながら、
むにゅむにゅとパイズリで肉棒を追い詰める。
貴方はそんな桃香に逆らうことができず、
ただただ情けなく喘ぐことしかできなかった。","Momoka began cornering your penis with a boobjob while
making fun of you with her sugary voice. You couldn't
resist her soft breasts at all and simply moaned in
her treatment."
"<桃香>
『あは♡おちんぽびくびくしてきた♡
　おっぱいに挟まれたらすぐこうなっちゃうね♡
　…今日も桃香のおっぱいに負けマゾ射精したい？』","<Momoka>
""Ahaha♡ Your dick is twitching already♡ It's doing
 that even I started a moment ago♡ ...Do you want to
 cum in my boobs like a masochist loser today as well?"""
"<桃香>
『ね？♡立場が上のはずなのに♡
　桃香には好きな命令出せるはずなのに…♡
　マゾおちんぽついてるせいで逆転されちゃうご主人様？♡』","<Momoka>
""Hey♡ Even when you're my master and should be able
 to order me around... Our roles are reversed
 because you're such a hardcore masochist♡"""
"そう尋ねる桃香に貴方は、
「はい♡したいです♡
　お貢ぎしながら搾り取られたいです♡」
と喘ぎながらそう情けなくお願いしてしまう。","When Momoka asked if you wanted to cum like a masochist
loser, you miserably begged her in the middle of your
moans: ""Yes♡ I want it♡ I want to cum and lose all
my money to your boobs♡"""
"<桃香>
『あはは♡いいでちゅよー♡
　それじゃ…頑張って稼いできたお金を奪われながらぁ♡
　桃香のおっぱいに負けちゃえ♡まぁぞ♡』","<Momoka>
""Ahaha♡ Yes, I'll give it to you♡ Now... Go ahead
 and lose to my boobs and give up all your hard-earned
 money♡ You masochist♡"""
"貴方は桃香に全財産を渡しながら射精してしまう。
…もう、後戻りができないほど、
この破滅的な快楽の虜になってしまっていた…","You orgasmed in the middle of handing all your money
to Momoka. You had become so hooked on the pleasure
that she exerted with her financial dominance that
there was no going back."
"<桃香>
『くすくす♡
　今日もたくさん桃香に搾り取られちゃったね♡
　じゃ、桃香はこのお金でショッピングしてくるからぁ…♡』","<Momoka>
""Ahaha♡ I milked you for so much money and semen
 again♡ Now then, I've got shopping to do with all
 this, so I'm going...♡"""
"<桃香>
『ご主人様はせっせと、
　また桃香のためにお金を稼いできてねー♡』","<Momoka>
""Master, make sure to go fill your pockets for me
 again♡"""
"桃香はそういって先に下へと降りて行った…","Momoka left the room with those words."
"<桃香>
『あれ？でもご主人様、
　今全然お金持ってないよね♡
　それじゃあ、パイズリしてあげられないなぁ♡』","<Momoka>
""Oh? But, Master, it looks like you barely have any
 money on you♡ I can't give you a boobjob like this♡"""
"桃香は貴方の所持金を確認して、そう告げる。
奴隷としての立場をわきまえていないような発言に、
貴方は桃香は奴隷なんだ、とそう強く言った。","Momoka checked your money and refused. She acted so out
of her position as a slave that you reminded her that
she's your slave."
"<桃香>
『うん♡奴隷だよ♡…で・も…♡ご主人様だって、
　たくさん貯めたお金を一気に搾り取られるほうがぁ…♡
　ずっとずっと気持ちよくなれるよね♡』","<Momoka>
""Yes♡ I know that I'm your slave♡ However, Master♡
 It will feel so much better when I milk you for all
 your money and semen after you've saved up a ton♡"""
"<桃香>
『いいのかなぁ？
　こんな少額でおちんぽぴゅっぴゅしちゃって…♡
　そんなの、満足できないでしょ？♡』","<Momoka>
""Are you sure you want to do it with this meager amount
 of gold? There's no way it will feel anywhere close to
 satisfying♡"""
"桃香は貴方に乳房を押し付け、
勃起した肉棒をズボンの上から優しく指でひっかく。
貴方はそんな桃香の言葉に大金お貢ぎの快楽を想像させられ、
ごくりと生唾を飲み込んでしまった。","Momoka pressed her soft breasts to your side and
gently stroked the bulge in your pants. You couldn't
help gulping loudly when what she whispered got you
imagining how good it would feel with a ton of money."
"そして、もう少しお金をためてくる…
腰をむずむずとさせながらそう情けなく桃香に言った。","With that as your drive, you shamefully admitted
to Momoka that you'll revisit her when you've
saved up more. All the while, your penis throbbed
so hard you could nearly see it through your pants."
"<桃香>
『はーい♡待ってるよ、ご主人様♡
　たくさんお金稼いでぇ…♡
　桃香の柔らかおっぱいに全部搾り取られちゃおうね♡』","<Momoka>
""Yes♡ I'll be waiting, Master♡ Go earn lots of money,
 and then come to lose it all on my soft boobs♡"""
"<桃香>
『そんなに前かがみになってるのに？
　…もうご主人様としての威厳なんか残ってないよね♡
　桃香に虐められたいだけのただのマ・ゾ♡』","<Momoka>
""You sure? You're slouching forward pretty badly♡
 ...You have no dignity as a master anymore♡ You're
 just a masochist who wants me to toy with you♡"""
"<桃香>
『また奴隷に全部奪われてぇ…♡
　マゾ射精したくなったらいつでもおねだりしていいからね♡
　桃香が奴隷としてご主人様の願いをかなえてあげる♡』","<Momoka>
""You can come begging any time you want to lose all
 your money and cum like a masochist again♡ I'm
 your slave, so I'll give you what you want, Master♡"""
